symbol,kite_tradingsymbol,kite_instrument_token,breeze_stock_code,closing_price,avg_volume_per_minute,price_date,has_both_codes,kite_name
HBLENGINE,HBLENGINE,3575297,HBLPOW,778,2490.61,2026-02-10,True,HBL ENGINEERING
UNOMINDA,UNOMINDA,3623425,MININD,1231.4,2263.73,2026-02-10,True,UNO MINDA
HUBTOWN,HUBTOWN,3635969,HUBLIM,241.02,1392.76,2026-02-10,True,HUBTOWN
REDINGTON,REDINGTON,3649281,REDIND,270.7,3903.81,2026-02-10,True,REDINGTON
VIYASH,VIYASH,3659777,SEQSCI,205.1,1414.56,2026-02-10,True,VIYASH SCIENTIFIC
PFC,PFC,3660545,POWFIN,414,22359.23,2026-02-10,True,POWER FIN CORP
INDIANB,INDIANB,3663105,INDIBA,908,4497.34,2026-02-10,True,INDIAN BANK
HSCL,HSCL,3669505,HIMCHE,459.9,2211.42,2026-02-10,True,HIMADRI SPECIALITY CHEM L
ASTRAL,ASTRAL,3691009,ASTPOL,1530,2311.86,2026-02-10,True,ASTRAL
JKTYRE,JKTYRE,3695361,JKTYRE,571.6,7097.77,2026-02-10,True,JK TYRE & INDUSTRIES
FORTIS,FORTIS,3735553,FORHEA,891.5,2795.83,2026-02-10,True,FORTIS HEALTHCARE
NAVINFLUOR,NAVINFLUOR,3756033,NAVFLU,6325,4429.83,2026-02-10,True,NAVIN FLUORINE INT.
TIMETECHNO,TIMETECHNO,3764993,TIMTEC,200.12,9595.09,2026-02-10,True,TIME TECHNOPLAST
DLF,DLF,3771393,DLFLIM,672,7781.97,2026-02-10,True,DLF
NELCAST,NELCAST,3778817,NELLIM,128.9,5831.22,2026-02-10,True,NELCAST
SPARC,SPARC,3785729,SUNADV,140.84,2039.78,2026-02-10,True,SUN PHARMA ADV.RES.CO.LTD
KPRMILL,KPRMILL,3817473,KPRMIL,950.45,2712.83,2026-02-10,True,KPR MILL
CIEINDIA,CIEINDIA,3823873,MAHCIE,453.5,1816.05,2026-02-10,True,CIE AUTOMOTIVE INDIA
MOTILALOFS,MOTILALOFS,3826433,MOTOSW,823,2531.31,2026-02-10,True,MOTILAL OSWAL FIN
POWERGRID,POWERGRID,3834113,POWGRI,293.65,57333.9,2026-02-10,True,POWER GRID CORP.
BAJAJELEC,BAJAJELEC,3848705,BAJELE,400,4084.65,2026-02-10,True,BAJAJ ELECT.LTD
RELIGARE,RELIGARE,3857409,RELENT,265.9,8407.94,2026-02-10,True,RELIGARE ENTER.
ADANIPORTS,ADANIPORTS,3861249,ADAPOR,1550,4285.86,2026-02-10,True,ADANI PORT & SEZ
EDELWEISS,EDELWEISS,3870465,EDEFIN,121.12,143887.42,2026-02-10,True,EDELWEISS FIN SERV
RGL,RGL,3873025,RENJEL,124.9,2997.0,2026-02-10,True,RENAISSANCE GLOBAL
JYOTHYLAB,JYOTHYLAB,3877377,JYOLAB,250,2937.7,2026-02-10,True,JYOTHY LABS
TARIL,TARIL,3884545,TRAREC,282.18,20443.2,2026-02-10,True,TRANS & RECTI.
KNRCON,KNRCON,3912449,KNRCON,147.57,2411.98,2026-02-10,True,KNR CONSTRU
RAIN,RAIN,3926273,RAIIND,165.9,23683.13,2026-02-10,True,RAIN INDUSTRIES
RECLTD,RECLTD,3930881,RURELE,355.8,24939.76,2026-02-10,True,REC
KIRIINDUS,KIRIINDUS,4259585,KIRIDY,470.5,8775.56,2026-02-10,True,KIRI INDUSTRIES
BAJAJFINSV,BAJAJFINSV,4268801,BAFINS,2023,1859.46,2026-02-10,True,BAJAJ FINSERV
GVT&D,GVT&D,4296449,ALSTD,3610,1412.34,2026-02-10,True,GE VERNOVA T&D INDIA
PATANJALI,PATANJALI,4359425,RUCSOY,520.9,7373.68,2026-02-10,True,PATANJALI FOODS
CROMPTON,CROMPTON,4376065,CROGR,261.8,15213.93,2026-02-10,True,CROMPT GREA CON ELEC
SENCO,SENCO,4421377,SENGOL,359,3853.35,2026-02-10,True,SENCO GOLD
BLS,BLS,4423425,BLSINT,290.9,8570.7,2026-02-10,True,BLS INTL SERVS
ADANIPOWER,ADANIPOWER,4451329,ADAPOW,148.99,44781.53,2026-02-10,True,ADANI POWER
NETWEB,NETWEB,4462849,NETTEC,3184,2209.76,2026-02-10,True,NETWEB TECH INDIA
OIL,OIL,4464129,OILIND,483.85,5356.28,2026-02-10,True,OIL INDIA
POKARNA,POKARNA,4518657,POKGRA,1122,2552.77,2026-02-10,True,POKARNA
GPTINFRA,GPTINFRA,4527361,GPTINF,114,3368.17,2026-02-10,True,GPT INFRAPROJECTS
SHILPAMED,SHILPAMED,4544513,SHIME,339,2935.66,2026-02-10,True,SHILPA MEDICARE
REFEX,REFEX,4547585,REFIND,251.4,3846.77,2026-02-10,True,REFEX INDUSTRIES
JSWENERGY,JSWENERGY,4574465,JSWENE,482,3074.03,2026-02-10,True,JSW ENERGY
GODREJPROP,GODREJPROP,4576001,GODPRO,1820,3879.56,2026-02-10,True,GODREJ PROPERTIES
HINDCOPPER,HINDCOPPER,4592385,HINCOP,597.55,31494.62,2026-02-10,True,HINDUSTAN COPPER
NESTLEIND,NESTLEIND,4598529,NESIND,1307.5,2446.84,2026-02-10,True,NESTLE INDIA
SBICARD,SBICARD,4600577,SBICAR,765,2097.11,2026-02-10,True,SBI CARDS & PAY SER
DBL,DBL,4630017,DILBUI,469.4,2849.55,2026-02-10,True,DILIP BUILDCON
JUBLFOOD,JUBLFOOD,4632577,JUBFOO,555,4985.93,2026-02-10,True,JUBILANT FOODWORKS
DBREALTY,DBREALTY,4639745,DBREAL,128,10813.63,2026-02-10,True,VALOR ESTATE
JIOFIN,JIOFIN,4644609,JIOFIN,270.6,33463.3,2026-02-10,True,JIO FIN SERVICES
TVSSCS,TVSSCS,4646657,TVSSUP,108.15,1612.16,2026-02-10,True,TVS SUPPLY CHAIN SOL L
MANINFRA,MANINFRA,4665857,MANINF,124.17,1725.87,2026-02-10,True,MAN INFRA
AEROFLEX,AEROFLEX,4676609,AERIND,195.06,1876.41,2026-02-10,True,AEROFLEX INDUSTRIES
SANDUMA,SANDUMA,4699905,SANMAN,211.84,2998.56,2026-02-10,True,SANDUR MANG & IRON ORES L
RBLBANK,RBLBANK,4708097,RBLBAN,305.05,5242.97,2026-02-10,True,RBL BANK
CUPID,CUPID,4741121,CUPRUB,434.8,14692.27,2026-02-10,True,CUPID
DIACABS,DIACABS,4747009,DIAPOW,133,5135.46,2026-02-10,True,DIAMOND POWER INFRA
ZAGGLE,ZAGGLE,4763649,ZAGPRE,299,5598.72,2026-02-10,True,ZAGGLE PREPA OCEAN SER L
SAMHI,SAMHI,4765185,SAMHOT,169.25,2361.49,2026-02-10,True,SAMHI HOTELS
ICICIPRULI,ICICIPRULI,4774913,ICIPRU,641.4,3767.23,2026-02-10,True,ICICI PRU LIFE INS CO
HPL,HPL,4781825,HPLELE,363,1837.29,2026-02-10,True,HPL ELECTRIC & POWER
YATRA,YATRA,4802561,YATONL,148.98,1403.52,2026-02-10,True,YATRA ONLINE
PNBHOUSING,PNBHOUSING,4840449,PNBHOU,855,3700.46,2026-02-10,True,PNB HOUSING FIN
VBL,VBL,4843777,VARBEV,456,13873.35,2026-02-10,True,VARUN BEVERAGES
JSWINFRA,JSWINFRA,4869121,JSWINF,265.35,3301.14,2026-02-10,True,JSW INFRASTRUCTURE
MANAPPURAM,MANAPPURAM,4879617,MANAFI,307.8,12417.56,2026-02-10,True,MANAPPURAM FINANCE
TI,TI,4914177,TILIND,448.55,2304.77,2026-02-10,True,TILAKNAGAR INDUSTRIES
LAURUSLABS,LAURUSLABS,4923905,LAULAB,966.1,3056.03,2026-02-10,True,LAURUS LABS
BLISSGVS,BLISSGVS,4931841,BLIGVS,204.89,25598.46,2026-02-10,True,BLISS GVS PHARMA
ITDC,ITDC,4940545,INDTOU,551.5,1426.15,2026-02-10,True,INDIA TOUR. DEV. CO.
BAJAJCON,BAJAJCON,4999937,BAJCOR,381,2859.75,2026-02-10,True,BAJAJ CONSUMER CARE
BSE,BSE,5013761,BSE,3174,45368.27,2026-02-10,True,BSE
MAXESTATES,MAXESTATES,5029377,MAXEST,451.3,2692.8,2026-02-10,True,MAX ESTATES
GPPL,GPPL,5051137,GUJPPL,183.65,4820.85,2026-02-10,True,GUJARAT PIPAVAV PORT
MUFIN,MUFIN,5064449,APMFIN,117.59,4435.24,2026-02-10,True,MUFIN GREEN FINANCE
HONASA,HONASA,5072129,HONCON,295.05,1490.27,2026-02-10,True,HONASA CONSUMER - MAMAEARTH
ASHOKA,ASHOKA,5166593,ASHBUI,163.85,1569.25,2026-02-10,True,ASHOKA BUILDCON
JWL,JWL,5177345,COMENG,310,6064.36,2026-02-10,True,JUPITER WAGONS
IREDA,IREDA,5186817,INDREN,129,13084.34,2026-02-10,True,INDIAN RENEWABLE ENERGY
TATATECH,TATATECH,5195009,TATTEC,630.1,2789.39,2026-02-10,True,TATA TECHNOLOGIES
FEDFINA,FEDFINA,5202433,FEDFIN,146.11,2049.62,2026-02-10,True,FEDBANK FINANCIAL SER L
COALINDIA,COALINDIA,5215745,COALIN,430,13516.19,2026-02-10,True,COAL INDIA
NACLIND,NACLIND,5228801,NAGAG,144.98,1674.39,2026-02-10,True,NACL INDUSTRIES
JAMNAAUTO,JAMNAAUTO,5319169,JAMAUT,134.2,5810.96,2026-02-10,True,JAMNA AUTO IND
HUDCO,HUDCO,5331201,HUDCO,193.48,5880.41,2026-02-10,True,HSG & URBAN DEV CORPN
MOIL,MOIL,5332481,MOILIM,317,1812.26,2026-02-10,True,MOIL
MUTHOOTMF,MUTHOOTMF,5332737,MUTMIC,176.5,3789.56,2026-02-10,True,MUTHOOT MICROFIN
STARCEMENT,STARCEMENT,5399297,STACEM,218.1,1492.83,2026-02-10,True,STAR CEMENT
TEJASNET,TEJASNET,5409537,TEJNET,350.45,3355.95,2026-02-10,True,TEJAS NETWORKS
CDSL,CDSL,5420545,CDSL,1400,6608.47,2026-02-10,True,CENTRAL DEPO SER (I)
AUBANK,AUBANK,5436929,AUSMA,1000.85,5052.27,2026-02-10,True,AU SMALL FINANCE BANK
JYOTICNC,JYOTICNC,5461505,JYOCNC,828.9,2964.41,2026-02-10,True,JYOTI CNC AUTOMATION
COCHINSHIP,COCHINSHIP,5506049,COCSHI,1527,1739.2,2026-02-10,True,COCHIN SHIPYARD
ABCAPITAL,ABCAPITAL,5533185,ADICAP,353.55,14841.68,2026-02-10,True,ADITYA BIRLA CAPITAL
APEX,APEX,5535489,APEFRO,370.75,3365.36,2026-02-10,True,APEX FROZEN FOODS
DIXON,DIXON,5552641,DIXTEC,11590,1435.64,2026-02-10,True,DIXON TECHNO (INDIA)
SBILIFE,SBILIFE,5582849,SBILIF,2022.1,1493.66,2026-02-10,True,SBI LIFE INSURANCE CO
TEXRAIL,TEXRAIL,5587969,TEXRAI,118.65,6132.63,2026-02-10,True,TEXMACO RAIL & ENG.
MAXHEALTH,MAXHEALTH,5728513,MAXHEA,1021.7,11612.87,2026-02-10,True,MAX HEALTHCARE INS
EPACK,EPACK,5750529,EPADUR,264.02,1497.83,2026-02-10,True,EPACK DURABLE
PARKHOTELS,PARKHOTELS,5798145,APESUR,132.3,2453.43,2026-02-10,True,PARKHOTELS
SIGNPOST,SIGNPOST,5799937,SIIND,248,5524.87,2026-02-10,True,SIGNPOST INDIA
JSFB,JSFB,5801729,JANSMA,402.65,3260.74,2026-02-10,True,JANA SMALL FIN BANK
BALUFORGE,BALUFORGE,6043393,BELAGR,500.5,6311.99,2026-02-10,True,BALU FORGE INDUSTRIES
JNKINDIA,JNKINDIA,6046977,JNKIND,253,10480.8,2026-02-10,True,JNK INDIA
MUTHOOTFIN,MUTHOOTFIN,6054401,MUTFIN,3888,1408.55,2026-02-10,True,MUTHOOT FINANCE
IXIGO,IXIGO,6161153,LETRA,218,1727.11,2026-02-10,True,LE TRAVENUES TECHNOLOGY L
STANLEY,STANLEY,6201857,STALIF,193,13274.43,2026-02-10,True,STANLEY LIFESTYLES
AVANTEL,AVANTEL,6300161,AVASOF,150.38,3045.42,2026-02-10,True,AVANTEL
CEIGALL,CEIGALL,6333953,CEIIND,294.7,5140.61,2026-02-10,True,CEIGALL INDIA
FIRSTCRY,FIRSTCRY,6352385,BRASOL,284.5,7123.22,2026-02-10,True,BRAINBEES SOLUTIONS
LTF,LTF,6386689,LTFINA,293.7,9753.87,2026-02-10,True,L&T FINANCE
PREMIERENE,PREMIERENE,6412545,PREENR,822.1,3280.05,2026-02-10,True,PREMIER ENERGIES
STYLEBAAZA,STYLEBAAZA,6429185,BAASTY,343.5,2756.15,2026-02-10,True,BAAZAR STYLE RETAIL
TDPOWERSYS,TDPOWERSYS,6445569,TDPSYS,856,11407.36,2026-02-10,True,TD POWER SYSTEMS
PNGJL,PNGJL,6479873,PNGADG,596.9,2951.62,2026-02-10,True,P N GADGIL JEWELLERS
PGEL,PGEL,6491649,PGELEC,602.15,8648.43,2026-02-10,True,PG ELECTROPLAST
SHAKTIPUMP,SHAKTIPUMP,6546945,SHAPUM,657.95,1786.95,2026-02-10,True,SHAKTI PUMPS (I)
TRITURBINE,TRITURBINE,6549505,TRITUR,498.05,2895.88,2026-02-10,True,TRIVENI TURBINE
INDOTHAI,INDOTHAI,6555649,INDTHA,255,1347.43,2026-02-10,True,INDO THAI SEC
APLAPOLLO,APLAPOLLO,6599681,APLAPO,2240.6,2526.57,2026-02-10,True,APL APOLLO TUBES
GARUDA,GARUDA,6604801,GAUCON,189,4019.59,2026-02-10,True,GARUDA CONSTRUCT N ENG L
VINCOFE,VINCOFE,6613761,SPAPRO,147.2,3950.28,2026-02-10,True,VINTAGE COFFEE N BVRGS L
WAAREEENER,WAAREEENER,6632193,WAAENE,3157,2791.37,2026-02-10,True,WAAREE ENERGIES
TBZ,TBZ,6921473,TRIBHI,169.25,3215.96,2026-02-10,True,TRIB BHIMJI ZAVERI
ACMESOLAR,ACMESOLAR,6927617,ACMSOL,236.52,2839.03,2026-02-10,True,ACME SOLAR HOLDINGS
SWIGGY,SWIGGY,6928897,SWILIM,354.4,80085.05,2026-02-10,True,SWIGGY
SWANCORP,SWANCORP,6936321,SWAENE,416.05,1523.62,2026-02-10,True,SWAN CORP
BLACKBUCK,BLACKBUCK,6948865,ZINLOG,625.9,4252.52,2026-02-10,True,BLACKBUCK
EIEL,EIEL,6966529,ENVINF,173.2,4003.71,2026-02-10,True,ENVIRO INFRA ENGINEERS L
SAILIFE,SAILIFE,7126785,SAILIF,916.9,2783.95,2026-02-10,True,SAI LIFE SCIENCES
VMM,VMM,7160065,VISMEG,126.9,24721.11,2026-02-10,True,VISHAL MEGA MART
MOBIKWIK,MOBIKWIK,7179777,ONEMOB,222.2,1712.85,2026-02-10,True,ONE MOBIKWIK SYSTEMS
IGIL,IGIL,7264769,INTGEM,330.95,2693.29,2026-02-10,True,INTERNATIO GEMM INS (I) L
KITEX,KITEX,7398145,KITGAR,201.4,8039.91,2026-02-10,True,KITEX GARMENTS
INDUSTOWER,INDUSTOWER,7458561,BHAINF,458.9,32312.33,2026-02-10,True,INDUS TOWERS
STALLION,STALLION,7476225,STLIND,188,3600.88,2026-02-10,True,STALLION IND FLUOROCHEM L
ITCHOTELS,ITCHOTELS,7488257,ITCHOT,187.02,8230.39,2026-02-10,True,ITC HOTELS
MOSCHIP,MOSCHIP,7541505,MOSSER,200.06,3286.06,2026-02-10,True,MOSCHIP TECHNOLOGIES
PROTEAN,PROTEAN,7544833,PROEGO,658.15,1391.45,2026-02-10,True,PROTEAN EGOV TECHNO
HEXT,HEXT,7594497,HEXTEC,582.8,4454.74,2026-02-10,True,HEXAWARE TECHNOLOGIES
QPOWER,QPOWER,7606017,QUAPOW,798,1561.55,2026-02-10,True,QUALITY POWER ELEC EQUP L
ATULAUTO,ATULAUTO,7685889,ATUAUT,514.5,5108.17,2026-02-10,True,ATUL AUTO
SAMMAANCAP,SAMMAANCAP,7712001,INDHO,147,12204.27,2026-02-10,True,SAMMAAN CAPITAL
MCX,MCX,7982337,MCX,2471.3,7969.61,2026-02-10,True,MULTI COMMODITY EXCHANGE
NBCC,NBCC,8042241,NBCC,101.16,17762.34,2026-02-10,True,NBCC (INDIA)
OSWALPUMPS,OSWALPUMPS,193741313,OSWPUM,379.5,2855.45,2026-02-10,True,OSWAL PUMPS
ABLBL,ABLBL,193751809,ADILIF,114.48,1527.15,2026-02-10,True,ADITYA BIRLA LIFES BRAN L
BELRISE,BELRISE,193818113,BELLIM,181.3,7182.01,2026-02-10,True,BELRISE INDUSTRIES
ATHERENERG,ATHERENERG,193957121,ATHENE,725.05,2449.58,2026-02-10,True,ATHER ENERGY
HDBFS,HDBFS,193989633,HDBFIN,723,2199.9,2026-02-10,True,HDB FINANCIAL SERVICES L
RMDRIP,RMDRIP,194005505,RMDRI,113.08,16202.76,2026-02-10,True,R M DRIP & SPRINK SYS
EBGNG,EBGNG,194012673,GNGELE,335,1907.59,2026-02-10,True,GNG ELECTRONICS
SHANTIGOLD,SHANTIGOLD,194048513,SHAGOL,215.5,11437.7,2026-02-10,True,SHANTI GOLD INTERNATION L
JSLL,JSLL,194077441,JEESIK,738.8,2086.28,2026-02-10,True,JEENA SIKHO LIFECARE
LOTUSDEV,LOTUSDEV,194085121,SRIDEV,149,3010.25,2026-02-10,True,SRI LOTUS DEVLPRS N RTY L
ALLTIME,ALLTIME,194162689,ALLTIM,263.3,1338.85,2026-02-10,True,ALL TIME PLASTICS
JSWCEMENT,JSWCEMENT,194165761,JSWCEM,121.29,4793.22,2026-02-10,True,JSW CEMENT
LAXMIINDIA,LAXMIINDIA,194268929,LAXIND,103.77,2683.24,2026-02-10,True,LAXMI INDIA FINANCE
SGMART,SGMART,194275585,JARTEX,411,1346.69,2026-02-10,True,SG MART
RNBDENIMS,RNBDENIMS,194299137,RBDEN,172.2,11083.7,2026-02-10,True,R&B DENIMS
GKENERGY,GKENERGY,194316289,GKENEL,118.47,2348.3,2026-02-10,True,GK ENERGY
URBANCO,URBANCO,194325505,URBCOM,127.05,8910.83,2026-02-10,True,URBAN COMPANY
SHRINGARMS,SHRINGARMS,194327809,SHRHOU,238,4507.03,2026-02-10,True,SHRINGAR HOU OF MANGALS L
JAINREC,JAINREC,194366465,JAIRES,403.5,14171.3,2026-02-10,True,JAIN RESOURCE RECYCLING L
TATACAP,TATACAP,194371841,TATCAP,355.05,5965.35,2026-02-10,True,TATA CAPITAL
CRAMC,CRAMC,194383617,CANROB,264.45,1469.84,2026-02-10,True,CANARA ROBECO AMC
PACEDIGITK,PACEDIGITK,194391553,PACDIG,195,1420.21,2026-02-10,True,PACE DIGITEK
ADVANCE,ADVANCE,194406913,ADVAGR,134.89,2426.08,2026-02-10,True,ADVANCE AGROLIFE
SHREEJISPG,SHREEJISPG,194418689,SHRSHP,381.6,6386.3,2026-02-10,True,SHREEJI SHIPPING GLOBAL L
VIKRAMSOLR,VIKRAMSOLR,194419969,VIKSOL,225.51,4108.11,2026-02-10,True,VIKRAM SOLAR
LENSKART,LENSKART,194458881,LENSOL,475,5693.12,2026-02-10,True,LENSKART SOLUTIONS
PWL,PWL,194489089,PHYLIM,107.7,35950.72,2026-02-10,True,PHYSICSWALLAH
EMMVEE,EMMVEE,194490369,EMMPHO,202.22,3002.79,2026-02-10,True,EMMVEE PHOTOVOLTAIC PWR L
TMCV,TMCV,194504193,TATCOV,471,12346.28,2026-02-10,True,TATA MOTORS
EUROPRATIK,EUROPRATIK,194508033,EURPRA,230.8,1583.42,2026-02-10,True,EURO PRATIK SALES
GROWW,GROWW,194510337,BILGAR,169.3,70841.82,2026-02-10,True,BILLIONBRAINS GARAGE VN L
PINELABS,PINELABS,194513921,PINLAB,213.6,9868.26,2026-02-10,True,PINE LABS
TENNIND,TENNIND,194529281,TENCLE,581.4,2053.55,2026-02-10,True,TENNECO CLEAN AIR INDIA L
ARSSBL,ARSSBL,194548737,ANRASH,582,2286.03,2026-02-10,True,ANAND RATHI SH N STK BR L
ECOLINE,ECOLINE-SM,194550017,ECOEXI,128,1846.15,2026-02-10,True,ECOLINE EXIM
FABTECH,FABTECH,194592001,FATELI,169.7,1558.45,2026-02-10,True,FABTECH TECHNOLOGIES
LGEINDIA,LGEINDIA,194614529,LGELEC,1537.2,2087.08,2026-02-10,True,LG ELECTRONICS INDIA
MEESHO,MEESHO,194618625,MEESHO,157.1,5880.99,2026-02-10,True,MEESHO
AEQUS,AEQUS,194619905,AEQLIM,144.95,3104.31,2026-02-10,True,AEQUS
WAKEFIT,WAKEFIT,194626305,WAKINN,202.1,24853.89,2026-02-10,True,WAKEFIT INNOVATIONS
FWSTC,FWSTC-SM,194644737,FLYSIM,194.4,1338.46,2026-02-10,True,FLYWINGS SIMULAT T C
PARKHOSPS,PARKHOSPS,194649857,PARMED,166.65,16780.28,2026-02-10,True,PARK MEDI WORLD
AMAGI,AMAGI,194749441,AMAMED,415.1,3770.16,2026-02-10,True,AMAGI MEDIA LABS
GKSL,GKSL,194866433,GUJSUP,112.2,3338.3,2026-02-10,True,GUJARAT KIDNEY N SUP SP L
SHADOWFAX,SHADOWFAX,194936065,SHATEC,117.55,19339.75,2026-02-10,True,SHADOWFAX TECHNOLOGIES L
