Timestamp: 2026-03-12 09:19:59
symbol,kite_token,breeze_code,priority,rsi,timestamp
ANANTRAJ,3486721,ANARAJ,5,15.14,2026-03-12 09:15:00
GESHIP,3526657,GESHIP,5,15.07,2026-03-12 09:15:00
HBLENGINE,3575297,HBLPOW,5,19.01,2026-03-12 09:15:00
UNOMINDA,3623425,MININD,5,22.66,2026-03-12 09:15:00
REDINGTON,3649281,REDIND,5,17.81,2026-03-12 09:15:00
INDIANB,3663105,INDIBA,5,21.52,2026-03-12 09:15:00
HSCL,3669505,HIMCHE,5,17.34,2026-03-12 09:15:00
TIMETECHNO,3764993,TIMTEC,5,21.25,2026-03-12 09:15:00
MOTILALOFS,3826433,MOTOSW,5,17.35,2026-03-12 09:15:00
CSBBANK,3831297,CSBBAN,5,21.48,2026-03-12 09:15:00
ADANIPORTS,3861249,ADAPOR,5,24.13,2026-03-12 09:15:00
EDELWEISS,3870465,EDEFIN,5,17.24,2026-03-12 09:15:00
COLPAL,3876097,COLPAL,5,22.81,2026-03-12 09:15:00
KNRCON,3912449,KNRCON,5,20.19,2026-03-12 09:15:00
RAIN,3926273,RAIIND,5,9.42,2026-03-12 09:15:00
PARAGMILK,4385281,PARMIL,5,21.46,2026-03-12 09:15:00
BLS,4423425,BLSINT,5,24.44,2026-03-12 09:15:00
HINDCOPPER,4592385,HINCOP,5,20.81,2026-03-12 09:15:00
JUBLFOOD,4632577,JUBFOO,5,16.35,2026-03-12 09:15:00
DBREALTY,4639745,DBREAL,5,23.21,2026-03-12 09:15:00
PERSISTENT,4701441,PERSYS,5,24.34,2026-03-12 09:15:00
RBLBANK,4708097,RBLBAN,5,24.09,2026-03-12 09:15:00
DIACABS,4747009,DIAPOW,5,19.17,2026-03-12 09:15:00
ZAGGLE,4763649,ZAGPRE,5,20.17,2026-03-12 09:15:00
ICICIPRULI,4774913,ICIPRU,5,16.49,2026-03-12 09:15:00
YATRA,4802561,YATONL,5,18.36,2026-03-12 09:15:00
PNBHOUSING,4840449,PNBHOU,5,24.65,2026-03-12 09:15:00
VBL,4843777,VARBEV,5,19.58,2026-03-12 09:15:00
MANAPPURAM,4879617,MANAFI,5,20.53,2026-03-12 09:15:00
TI,4914177,TILIND,5,24.06,2026-03-12 09:15:00
BLISSGVS,4931841,BLIGVS,5,23.86,2026-03-12 09:15:00
BOROLTD,4966657,BORLIM,5,21.66,2026-03-12 09:15:00
HONASA,5072129,HONCON,5,23.97,2026-03-12 09:15:00
ASHOKA,5166593,ASHBUI,5,21.81,2026-03-12 09:15:00
JWL,5177345,COMENG,5,13.30,2026-03-12 09:15:00
IREDA,5186817,INDREN,5,19.92,2026-03-12 09:15:00
FEDFINA,5202433,FEDFIN,5,21.16,2026-03-12 09:15:00
CGCL,5204225,CAPGLO,5,20.99,2026-03-12 09:15:00
JAMNAAUTO,5319169,JAMAUT,5,21.93,2026-03-12 09:15:00
MOIL,5332481,MOILIM,5,20.30,2026-03-12 09:15:00
TEJASNET,5409537,TEJNET,5,22.12,2026-03-12 09:15:00
AUBANK,5436929,AUSMA,5,23.66,2026-03-12 09:15:00
COCHINSHIP,5506049,COCSHI,5,19.15,2026-03-12 09:15:00
ABCAPITAL,5533185,ADICAP,5,21.18,2026-03-12 09:15:00
