Timestamp: 2026-02-01 11:37:22
symbol,kite_token,breeze_code,priority,rsi,timestamp
GRSE,1401601,GARREA,5,13.47,2026-02-01 10:42:00
ACUTAAS,1427969,AMIORG,5,24.35,2026-02-01 10:42:00
NATIONALUM,1629185,NATALU,5,24.28,2026-02-01 10:42:00
STAR,1887745,STRSHA,5,24.35,2026-02-01 10:42:00
ZENTEC,1922049,ZENTEC,5,18.33,2026-02-01 10:42:00
GAEL,2259969,GUJAE,5,23.01,2026-02-01 10:42:00
UNITDSPR,2674433,UNISPI,5,23.10,2026-02-01 10:42:00
GUJGASLTD,2713345,GUJGA,5,20.36,2026-02-01 10:42:00
RADICO,2813441,RADKHA,5,12.37,2026-02-01 10:42:00
JSL,2876417,JINSTA,5,20.94,2026-02-01 10:42:00
IGL,2883073,INDGAS,5,13.41,2026-02-01 10:42:00
GRANULES,3039233,GRANUL,5,23.61,2026-02-01 10:42:00
ANANTRAJ,3486721,ANARAJ,5,22.81,2026-02-01 10:42:00
JMFINANCIL,3491073,JMFINA,5,24.03,2026-02-01 10:42:00
DCBBANK,3513601,DCB,5,21.71,2026-02-01 10:42:00
HUBTOWN,3635969,HUBLIM,5,22.87,2026-02-01 10:42:00
BAJAJELEC,3848705,BAJELE,5,22.23,2026-02-01 10:42:00
VGUARD,3932673,VGUARD,5,16.96,2026-02-01 10:42:00
BAJAJFINSV,4268801,BAFINS,5,19.81,2026-02-01 10:42:00
CUPID,4741121,CUPRUB,5,23.22,2026-02-01 10:42:00
KALAMANDIR,4801281,SAISIK,5,19.38,2026-02-01 10:42:00
MUFIN,5064449,APMFIN,5,17.35,2026-02-01 10:42:00
FEDFINA,5202433,FEDFIN,5,11.05,2026-02-01 10:42:00
CGCL,5204225,CAPGLO,5,23.02,2026-02-01 10:42:00
SBILIFE,5582849,SBILIF,5,23.40,2026-02-01 10:42:00
AADHARHFC,6074625,AADHOS,5,21.57,2026-02-01 10:42:00
TRITURBINE,6549505,TRITUR,5,19.31,2026-02-01 10:42:00
SAMMAANCAP,7712001,INDHO,5,21.92,2026-02-01 10:42:00
URBANCO,194325505,URBCOM,5,10.35,2026-02-01 10:42:00
SHRINGARMS,194327809,SHRHOU,5,24.60,2026-02-01 10:42:00
GEMAROMA,194422017,GEMARO,5,18.43,2026-02-01 10:42:00
PINELABS,194513921,PINLAB,5,17.15,2026-02-01 10:42:00
CSSL,194596609,CLESER,5,7.68,2026-02-01 10:39:00
LGEINDIA,194614529,LGELEC,5,18.31,2026-02-01 10:42:00
ICICIAMC,194664193,ICIAMC,5,20.99,2026-02-01 10:42:00
SHADOWFAX,194936065,SHATEC,5,13.90,2026-02-01 10:42:00

Timestamp: 2026-02-01 10:39:25
symbol,kite_token,breeze_code,priority,rsi,timestamp
AARTIIND,1793,AARIND,5,17.34,2026-02-01 10:36:00
GRAPHITE,151553,CAREVE,5,19.21,2026-02-01 10:36:00
CHOLAFIN,175361,CHOINV,5,24.74,2026-02-01 10:36:00
GRASIM,315393,GRASIM,5,19.94,2026-02-01 10:36:00
AMBUJACEM,325121,AMBCE,5,22.68,2026-02-01 10:36:00
INFY,408065,INFTEC,5,20.31,2026-02-01 10:36:00
IOC,415745,INDOIL,5,21.71,2026-02-01 10:36:00
RAMCOCEM,523009,RAMCEM,5,14.34,2026-02-01 10:36:00
MFSL,548353,MAXFIN,5,24.26,2026-02-01 10:36:00
MRPL,584449,MRPL,5,23.71,2026-02-01 10:36:00
NAZARA,764673,NAZTEC,5,19.13,2026-02-01 10:36:00
CUBEXTUB,1040385,CUBTUB,5,22.20,2026-02-01 10:36:00
CREDITACC,1131777,CREGRA,5,15.15,2026-02-01 10:36:00
GRSE,1401601,GARREA,5,11.92,2026-02-01 10:36:00
ACUTAAS,1427969,AMIORG,5,24.54,2026-02-01 10:36:00
J&KBANK,1442049,JAMKAS,5,24.50,2026-02-01 10:36:00
PAYTM,1716481,ONE97,5,24.57,2026-02-01 10:39:00
STAR,1887745,STRSHA,5,23.07,2026-02-01 10:39:00
ZENTEC,1922049,ZENTEC,5,18.72,2026-02-01 10:39:00
GAEL,2259969,GUJAE,5,22.55,2026-02-01 10:36:00
UNITDSPR,2674433,UNISPI,5,22.62,2026-02-01 10:36:00
GUJGASLTD,2713345,GUJGA,5,19.11,2026-02-01 10:36:00
RADICO,2813441,RADKHA,5,9.93,2026-02-01 10:39:00
JSL,2876417,JINSTA,5,21.55,2026-02-01 10:36:00
IGL,2883073,INDGAS,5,12.62,2026-02-01 10:36:00
GRANULES,3039233,GRANUL,5,23.61,2026-02-01 10:39:00
IIFLCAPS,3346433,IIFSEC,5,24.98,2026-02-01 10:36:00
KEC,3394561,KECIN,5,24.42,2026-02-01 10:39:00
ANANTRAJ,3486721,ANARAJ,5,22.95,2026-02-01 10:39:00
JMFINANCIL,3491073,JMFINA,5,22.06,2026-02-01 10:39:00
DCBBANK,3513601,DCB,5,20.84,2026-02-01 10:39:00
TANLA,3577857,TANSOL,5,22.75,2026-02-01 10:39:00
HUBTOWN,3635969,HUBLIM,5,22.98,2026-02-01 10:39:00
BAJAJELEC,3848705,BAJELE,5,18.38,2026-02-01 10:39:00
EDELWEISS,3870465,EDEFIN,5,23.38,2026-02-01 10:39:00
VGUARD,3932673,VGUARD,5,17.77,2026-02-01 10:39:00
BAJAJFINSV,4268801,BAFINS,5,20.20,2026-02-01 10:39:00
CUPID,4741121,CUPRUB,5,22.94,2026-02-01 10:39:00
KALAMANDIR,4801281,SAISIK,5,20.35,2026-02-01 10:39:00
MUFIN,5064449,APMFIN,5,17.93,2026-02-01 10:36:00
FEDFINA,5202433,FEDFIN,5,11.04,2026-02-01 10:39:00
CGCL,5204225,CAPGLO,5,21.85,2026-02-01 10:39:00
SBILIFE,5582849,SBILIF,5,23.98,2026-02-01 10:39:00
AADHARHFC,6074625,AADHOS,5,21.62,2026-02-01 10:39:00
TRITURBINE,6549505,TRITUR,5,18.78,2026-02-01 10:39:00
INDOTHAI,6555649,INDTHA,5,24.17,2026-02-01 10:36:00
SAMMAANCAP,7712001,INDHO,5,23.05,2026-02-01 10:39:00
URBANCO,194325505,URBCOM,5,10.33,2026-02-01 10:39:00
SHRINGARMS,194327809,SHRHOU,5,23.50,2026-02-01 10:39:00
GEMAROMA,194422017,GEMARO,5,18.43,2026-02-01 10:39:00
GROWW,194510337,BILGAR,5,20.87,2026-02-01 10:39:00
PINELABS,194513921,PINLAB,5,14.65,2026-02-01 10:39:00
CSSL,194596609,CLESER,5,7.68,2026-02-01 10:39:00
LGEINDIA,194614529,LGELEC,5,18.19,2026-02-01 10:39:00
ICICIAMC,194664193,ICIAMC,5,20.74,2026-02-01 10:39:00
SHADOWFAX,194936065,SHATEC,5,12.96,2026-02-01 10:39:00

Timestamp: 2026-02-01 10:35:48
symbol,kite_token,breeze_code,priority,rsi,timestamp
AARTIIND,1793,AARIND,5,16.78,2026-02-01 10:33:00
ADANIENT,6401,ADAENT,5,24.42,2026-02-01 10:33:00
NAM-INDIA,91393,RELNIP,5,21.66,2026-02-01 10:33:00
GRAPHITE,151553,CAREVE,5,16.59,2026-02-01 10:33:00
CHOLAFIN,175361,CHOINV,5,24.70,2026-02-01 10:33:00
GRASIM,315393,GRASIM,5,19.96,2026-02-01 10:33:00
AMBUJACEM,325121,AMBCE,5,22.71,2026-02-01 10:33:00
INFY,408065,INFTEC,5,20.78,2026-02-01 10:33:00
IOC,415745,INDOIL,5,22.07,2026-02-01 10:33:00
RAMCOCEM,523009,RAMCEM,5,14.60,2026-02-01 10:33:00
MFSL,548353,MAXFIN,5,24.69,2026-02-01 10:33:00
MRPL,584449,MRPL,5,17.56,2026-02-01 10:33:00
NAZARA,764673,NAZTEC,5,19.54,2026-02-01 10:33:00
CUBEXTUB,1040385,CUBTUB,5,20.63,2026-02-01 10:33:00
CREDITACC,1131777,CREGRA,5,14.75,2026-02-01 10:33:00
GRSE,1401601,GARREA,5,12.10,2026-02-01 10:33:00
ACUTAAS,1427969,AMIORG,5,24.07,2026-02-01 10:33:00
J&KBANK,1442049,JAMKAS,5,22.92,2026-02-01 10:33:00
PAYTM,1716481,ONE97,5,22.22,2026-02-01 10:33:00
STAR,1887745,STRSHA,5,19.37,2026-02-01 10:33:00
ZENTEC,1922049,ZENTEC,5,18.66,2026-02-01 10:33:00
GAEL,2259969,GUJAE,5,21.48,2026-02-01 10:33:00
UNITDSPR,2674433,UNISPI,5,22.14,2026-02-01 10:33:00
GUJGASLTD,2713345,GUJGA,5,19.11,2026-02-01 10:33:00
RADICO,2813441,RADKHA,5,8.42,2026-02-01 10:33:00
JSL,2876417,JINSTA,5,23.34,2026-02-01 10:33:00
IGL,2883073,INDGAS,5,11.32,2026-02-01 10:33:00
GRANULES,3039233,GRANUL,5,24.84,2026-02-01 10:33:00
KEC,3394561,KECIN,5,22.74,2026-02-01 10:33:00
ANANTRAJ,3486721,ANARAJ,5,22.36,2026-02-01 10:33:00
JMFINANCIL,3491073,JMFINA,5,21.24,2026-02-01 10:33:00
DCBBANK,3513601,DCB,5,21.56,2026-02-01 10:33:00
TANLA,3577857,TANSOL,5,22.78,2026-02-01 10:33:00
HUBTOWN,3635969,HUBLIM,5,22.06,2026-02-01 10:33:00
BAJAJELEC,3848705,BAJELE,5,20.24,2026-02-01 10:33:00
EDELWEISS,3870465,EDEFIN,5,23.21,2026-02-01 10:33:00
BRIGADE,3887105,BRIENT,5,24.52,2026-02-01 10:33:00
VGUARD,3932673,VGUARD,5,17.31,2026-02-01 10:33:00
BAJAJFINSV,4268801,BAFINS,5,19.76,2026-02-01 10:33:00
CUPID,4741121,CUPRUB,5,20.23,2026-02-01 10:33:00
KALAMANDIR,4801281,SAISIK,5,17.48,2026-02-01 10:33:00
MUFIN,5064449,APMFIN,5,14.31,2026-02-01 10:33:00
FEDFINA,5202433,FEDFIN,5,11.83,2026-02-01 10:33:00
CGCL,5204225,CAPGLO,5,21.50,2026-02-01 10:33:00
SBILIFE,5582849,SBILIF,5,24.90,2026-02-01 10:33:00
AADHARHFC,6074625,AADHOS,5,20.65,2026-02-01 10:33:00
TRITURBINE,6549505,TRITUR,5,17.87,2026-02-01 10:33:00
INDOTHAI,6555649,INDTHA,5,24.75,2026-02-01 10:33:00
ITCHOTELS,7488257,ITCHOT,5,21.40,2026-02-01 10:33:00
SAMMAANCAP,7712001,INDHO,5,19.59,2026-02-01 10:33:00
URBANCO,194325505,URBCOM,5,8.96,2026-02-01 10:33:00
SHRINGARMS,194327809,SHRHOU,5,21.49,2026-02-01 10:33:00
GEMAROMA,194422017,GEMARO,5,18.97,2026-02-01 10:33:00
EMMVEE,194490369,EMMPHO,5,23.94,2026-02-01 10:33:00
GROWW,194510337,BILGAR,5,21.00,2026-02-01 10:33:00
PINELABS,194513921,PINLAB,5,15.57,2026-02-01 10:33:00
CSSL,194596609,CLESER,5,7.68,2026-02-01 10:30:00
LGEINDIA,194614529,LGELEC,5,18.52,2026-02-01 10:33:00
ICICIAMC,194664193,ICIAMC,5,20.27,2026-02-01 10:33:00
SHADOWFAX,194936065,SHATEC,5,12.33,2026-02-01 10:33:00

Timestamp: 2026-02-01 10:32:11
symbol,kite_token,breeze_code,priority,rsi,timestamp
AARTIIND,1793,AARIND,5,11.84,2026-02-01 10:30:00
ADANIENT,6401,ADAENT,5,23.54,2026-02-01 10:30:00
NAM-INDIA,91393,RELNIP,5,23.11,2026-02-01 10:30:00
GRAPHITE,151553,CAREVE,5,15.39,2026-02-01 10:30:00
CHOLAFIN,175361,CHOINV,5,24.23,2026-02-01 10:30:00
GRASIM,315393,GRASIM,5,20.03,2026-02-01 10:30:00
AMBUJACEM,325121,AMBCE,5,21.19,2026-02-01 10:30:00
INFY,408065,INFTEC,5,17.54,2026-02-01 10:30:00
IOC,415745,INDOIL,5,19.15,2026-02-01 10:30:00
RAMCOCEM,523009,RAMCEM,5,10.87,2026-02-01 10:30:00
MFSL,548353,MAXFIN,5,23.88,2026-02-01 10:30:00
MRPL,584449,MRPL,5,13.81,2026-02-01 10:30:00
NAZARA,764673,NAZTEC,5,19.41,2026-02-01 10:30:00
CUBEXTUB,1040385,CUBTUB,5,21.10,2026-02-01 10:30:00
CREDITACC,1131777,CREGRA,5,16.66,2026-02-01 10:30:00
GRSE,1401601,GARREA,5,12.59,2026-02-01 10:30:00
ACUTAAS,1427969,AMIORG,5,22.97,2026-02-01 10:30:00
J&KBANK,1442049,JAMKAS,5,22.96,2026-02-01 10:30:00
NATIONALUM,1629185,NATALU,5,24.46,2026-02-01 10:30:00
PAYTM,1716481,ONE97,5,22.02,2026-02-01 10:30:00
STAR,1887745,STRSHA,5,18.86,2026-02-01 10:30:00
ZENTEC,1922049,ZENTEC,5,17.91,2026-02-01 10:30:00
GAEL,2259969,GUJAE,5,21.50,2026-02-01 10:30:00
UNITDSPR,2674433,UNISPI,5,21.92,2026-02-01 10:30:00
GUJGASLTD,2713345,GUJGA,5,19.11,2026-02-01 10:30:00
RADICO,2813441,RADKHA,5,6.62,2026-02-01 10:30:00
JSL,2876417,JINSTA,5,21.85,2026-02-01 10:30:00
IGL,2883073,INDGAS,5,11.38,2026-02-01 10:30:00
IIFL,3023105,IIFHOL,5,22.26,2026-02-01 10:30:00
GRANULES,3039233,GRANUL,5,21.97,2026-02-01 10:30:00
IIFLCAPS,3346433,IIFSEC,5,21.72,2026-02-01 10:30:00
KEC,3394561,KECIN,5,20.78,2026-02-01 10:30:00
ANANTRAJ,3486721,ANARAJ,5,20.28,2026-02-01 10:30:00
JMFINANCIL,3491073,JMFINA,5,20.45,2026-02-01 10:30:00
DCBBANK,3513601,DCB,5,18.30,2026-02-01 10:30:00
TANLA,3577857,TANSOL,5,20.86,2026-02-01 10:30:00
HUBTOWN,3635969,HUBLIM,5,22.19,2026-02-01 10:30:00
BAJAJELEC,3848705,BAJELE,5,19.63,2026-02-01 10:30:00
EDELWEISS,3870465,EDEFIN,5,22.82,2026-02-01 10:30:00
BRIGADE,3887105,BRIENT,5,24.52,2026-02-01 10:30:00
VGUARD,3932673,VGUARD,5,16.02,2026-02-01 10:30:00
BAJAJFINSV,4268801,BAFINS,5,20.22,2026-02-01 10:30:00
CUPID,4741121,CUPRUB,5,14.37,2026-02-01 10:30:00
KALAMANDIR,4801281,SAISIK,5,17.35,2026-02-01 10:30:00
TI,4914177,TILIND,5,24.96,2026-02-01 10:30:00
MUFIN,5064449,APMFIN,5,14.56,2026-02-01 10:30:00
FEDFINA,5202433,FEDFIN,5,10.73,2026-02-01 10:30:00
CGCL,5204225,CAPGLO,5,19.57,2026-02-01 10:30:00
SBILIFE,5582849,SBILIF,5,24.49,2026-02-01 10:30:00
AADHARHFC,6074625,AADHOS,5,17.63,2026-02-01 10:30:00
TRITURBINE,6549505,TRITUR,5,14.11,2026-02-01 10:30:00
APLAPOLLO,6599681,APLAPO,5,23.04,2026-02-01 10:30:00
SAILIFE,7126785,SAILIF,5,16.33,2026-02-01 10:30:00
ITCHOTELS,7488257,ITCHOT,5,21.12,2026-02-01 10:30:00
SAMMAANCAP,7712001,INDHO,5,19.06,2026-02-01 10:30:00
URBANCO,194325505,URBCOM,5,9.61,2026-02-01 10:30:00
SHRINGARMS,194327809,SHRHOU,5,21.33,2026-02-01 10:30:00
GEMAROMA,194422017,GEMARO,5,16.71,2026-02-01 10:30:00
EMMVEE,194490369,EMMPHO,5,24.11,2026-02-01 10:30:00
GROWW,194510337,BILGAR,5,21.05,2026-02-01 10:30:00
PINELABS,194513921,PINLAB,5,14.94,2026-02-01 10:30:00
CSSL,194596609,CLESER,5,7.68,2026-02-01 10:30:00
LGEINDIA,194614529,LGELEC,5,18.19,2026-02-01 10:30:00
ICICIAMC,194664193,ICIAMC,5,19.04,2026-02-01 10:30:00
SHADOWFAX,194936065,SHATEC,5,9.92,2026-02-01 10:30:00

Timestamp: 2026-02-01 10:28:35
symbol,kite_token,breeze_code,priority,rsi,timestamp
AARTIIND,1793,AARIND,5,11.24,2026-02-01 10:27:00
ADANIENT,6401,ADAENT,5,22.97,2026-02-01 10:27:00
NAM-INDIA,91393,RELNIP,5,21.57,2026-02-01 10:27:00
GRAPHITE,151553,CAREVE,5,13.74,2026-02-01 10:27:00
GRASIM,315393,GRASIM,5,20.35,2026-02-01 10:27:00
AMBUJACEM,325121,AMBCE,5,21.74,2026-02-01 10:27:00
INFY,408065,INFTEC,5,20.09,2026-02-01 10:27:00
IOC,415745,INDOIL,5,20.77,2026-02-01 10:27:00
RAMCOCEM,523009,RAMCEM,5,10.94,2026-02-01 10:27:00
MFSL,548353,MAXFIN,5,23.61,2026-02-01 10:27:00
MRPL,584449,MRPL,5,12.13,2026-02-01 10:27:00
NAZARA,764673,NAZTEC,5,18.15,2026-02-01 10:27:00
TORNTPHARM,900609,TORPHA,5,21.98,2026-02-01 10:27:00
CUBEXTUB,1040385,CUBTUB,5,18.44,2026-02-01 10:27:00
CREDITACC,1131777,CREGRA,5,16.66,2026-02-01 10:27:00
GRSE,1401601,GARREA,5,11.42,2026-02-01 10:27:00
ACUTAAS,1427969,AMIORG,5,22.87,2026-02-01 10:27:00
J&KBANK,1442049,JAMKAS,5,22.50,2026-02-01 10:27:00
STAR,1887745,STRSHA,5,19.03,2026-02-01 10:27:00
ZENTEC,1922049,ZENTEC,5,17.45,2026-02-01 10:27:00
GAEL,2259969,GUJAE,5,20.41,2026-02-01 10:27:00
UNITDSPR,2674433,UNISPI,5,22.17,2026-02-01 10:27:00
GUJGASLTD,2713345,GUJGA,5,16.10,2026-02-01 10:27:00
RADICO,2813441,RADKHA,5,8.35,2026-02-01 10:27:00
JSL,2876417,JINSTA,5,20.45,2026-02-01 10:27:00
IGL,2883073,INDGAS,5,10.00,2026-02-01 10:27:00
BIOCON,2911489,BIOCON,5,23.44,2026-02-01 10:27:00
IIFL,3023105,IIFHOL,5,22.36,2026-02-01 10:27:00
GRANULES,3039233,GRANUL,5,21.03,2026-02-01 10:27:00
IIFLCAPS,3346433,IIFSEC,5,22.13,2026-02-01 10:27:00
KEC,3394561,KECIN,5,19.71,2026-02-01 10:27:00
ANANTRAJ,3486721,ANARAJ,5,20.65,2026-02-01 10:27:00
JMFINANCIL,3491073,JMFINA,5,20.65,2026-02-01 10:27:00
DCBBANK,3513601,DCB,5,17.74,2026-02-01 10:27:00
TANLA,3577857,TANSOL,5,20.68,2026-02-01 10:27:00
HUBTOWN,3635969,HUBLIM,5,22.54,2026-02-01 10:27:00
VIYASH,3659777,SEQSCI,5,24.92,2026-02-01 10:27:00
BAJAJELEC,3848705,BAJELE,5,19.77,2026-02-01 10:27:00
EDELWEISS,3870465,EDEFIN,5,22.44,2026-02-01 10:27:00
BRIGADE,3887105,BRIENT,5,21.43,2026-02-01 10:27:00
VGUARD,3932673,VGUARD,5,16.47,2026-02-01 10:27:00
BAJAJFINSV,4268801,BAFINS,5,21.24,2026-02-01 10:27:00
CUPID,4741121,CUPRUB,5,15.24,2026-02-01 10:27:00
KALAMANDIR,4801281,SAISIK,5,15.46,2026-02-01 10:27:00
MUFIN,5064449,APMFIN,5,14.68,2026-02-01 10:27:00
FEDFINA,5202433,FEDFIN,5,12.32,2026-02-01 10:27:00
CGCL,5204225,CAPGLO,5,19.76,2026-02-01 10:27:00
COCHINSHIP,5506049,COCSHI,5,24.25,2026-02-01 10:27:00
AADHARHFC,6074625,AADHOS,5,16.80,2026-02-01 10:27:00
FIRSTCRY,6352385,BRASOL,5,17.50,2026-02-01 10:27:00
TRITURBINE,6549505,TRITUR,5,15.66,2026-02-01 10:27:00
BLACKBUCK,6948865,ZINLOG,5,23.60,2026-02-01 10:27:00
SAILIFE,7126785,SAILIF,5,16.26,2026-02-01 10:27:00
ITCHOTELS,7488257,ITCHOT,5,18.34,2026-02-01 10:27:00
SAMMAANCAP,7712001,INDHO,5,17.68,2026-02-01 10:27:00
URBANCO,194325505,URBCOM,5,9.87,2026-02-01 10:27:00
SHRINGARMS,194327809,SHRHOU,5,20.35,2026-02-01 10:27:00
GEMAROMA,194422017,GEMARO,5,16.71,2026-02-01 10:27:00
EMMVEE,194490369,EMMPHO,5,24.15,2026-02-01 10:27:00
GROWW,194510337,BILGAR,5,20.24,2026-02-01 10:27:00
PINELABS,194513921,PINLAB,5,13.33,2026-02-01 10:27:00
CSSL,194596609,CLESER,5,7.68,2026-02-01 10:27:00
LGEINDIA,194614529,LGELEC,5,18.79,2026-02-01 10:27:00
ICICIAMC,194664193,ICIAMC,5,19.12,2026-02-01 10:27:00
SHADOWFAX,194936065,SHATEC,5,9.23,2026-02-01 10:27:00

Timestamp: 2026-02-01 10:24:58
symbol,kite_token,breeze_code,priority,rsi,timestamp
AARTIIND,1793,AARIND,5,11.64,2026-02-01 10:24:00
ADANIENT,6401,ADAENT,5,23.70,2026-02-01 10:24:00
NAM-INDIA,91393,RELNIP,5,22.02,2026-02-01 10:24:00
GRAPHITE,151553,CAREVE,5,13.62,2026-02-01 10:24:00
CHOLAFIN,175361,CHOINV,5,24.25,2026-02-01 10:24:00
GRASIM,315393,GRASIM,5,20.21,2026-02-01 10:24:00
AMBUJACEM,325121,AMBCE,5,18.59,2026-02-01 10:24:00
INFY,408065,INFTEC,5,18.76,2026-02-01 10:24:00
IOC,415745,INDOIL,5,19.85,2026-02-01 10:24:00
RAMCOCEM,523009,RAMCEM,5,11.27,2026-02-01 10:24:00
MFSL,548353,MAXFIN,5,23.81,2026-02-01 10:24:00
MRPL,584449,MRPL,5,12.14,2026-02-01 10:24:00
NAZARA,764673,NAZTEC,5,18.39,2026-02-01 10:24:00
TORNTPHARM,900609,TORPHA,5,21.08,2026-02-01 10:24:00
CUBEXTUB,1040385,CUBTUB,5,17.53,2026-02-01 10:24:00
CREDITACC,1131777,CREGRA,5,17.82,2026-02-01 10:24:00
SHYAMMETL,1201409,SHYMET,5,19.64,2026-02-01 10:24:00
GRSE,1401601,GARREA,5,12.63,2026-02-01 10:24:00
ACUTAAS,1427969,AMIORG,5,23.60,2026-02-01 10:24:00
J&KBANK,1442049,JAMKAS,5,22.09,2026-02-01 10:24:00
PAYTM,1716481,ONE97,5,23.30,2026-02-01 10:24:00
STAR,1887745,STRSHA,5,19.21,2026-02-01 10:24:00
ZENTEC,1922049,ZENTEC,5,15.97,2026-02-01 10:24:00
GAEL,2259969,GUJAE,5,20.71,2026-02-01 10:24:00
UNITDSPR,2674433,UNISPI,5,21.50,2026-02-01 10:24:00
GUJGASLTD,2713345,GUJGA,5,16.48,2026-02-01 10:24:00
RADICO,2813441,RADKHA,5,6.95,2026-02-01 10:24:00
ANNAPURNA,2866689,ANNSWA,5,1.24,2026-02-01 10:24:00
JSL,2876417,JINSTA,5,20.47,2026-02-01 10:24:00
IGL,2883073,INDGAS,5,10.81,2026-02-01 10:24:00
BIOCON,2911489,BIOCON,5,24.58,2026-02-01 10:24:00
IIFL,3023105,IIFHOL,5,21.86,2026-02-01 10:24:00
GRANULES,3039233,GRANUL,5,24.30,2026-02-01 10:24:00
IIFLCAPS,3346433,IIFSEC,5,15.62,2026-02-01 10:24:00
EKC,3351297,EVEKAN,5,22.69,2026-02-01 10:24:00
KEC,3394561,KECIN,5,15.42,2026-02-01 10:24:00
ANANTRAJ,3486721,ANARAJ,5,19.63,2026-02-01 10:24:00
JMFINANCIL,3491073,JMFINA,5,19.75,2026-02-01 10:24:00
DCBBANK,3513601,DCB,5,18.01,2026-02-01 10:24:00
TANLA,3577857,TANSOL,5,20.56,2026-02-01 10:24:00
HUBTOWN,3635969,HUBLIM,5,22.31,2026-02-01 10:24:00
VIYASH,3659777,SEQSCI,5,24.28,2026-02-01 10:24:00
BAJAJELEC,3848705,BAJELE,5,16.50,2026-02-01 10:24:00
EDELWEISS,3870465,EDEFIN,5,19.26,2026-02-01 10:24:00
BRIGADE,3887105,BRIENT,5,21.32,2026-02-01 10:24:00
VGUARD,3932673,VGUARD,5,13.44,2026-02-01 10:24:00
BAJAJFINSV,4268801,BAFINS,5,20.87,2026-02-01 10:24:00
CUPID,4741121,CUPRUB,5,15.99,2026-02-01 10:24:00
KALAMANDIR,4801281,SAISIK,5,15.50,2026-02-01 10:24:00
MANAPPURAM,4879617,MANAFI,5,24.06,2026-02-01 10:24:00
TI,4914177,TILIND,5,23.07,2026-02-01 10:24:00
BAJAJCON,4999937,BAJCOR,5,23.53,2026-02-01 10:24:00
MUFIN,5064449,APMFIN,5,14.68,2026-02-01 10:21:00
FEDFINA,5202433,FEDFIN,5,10.79,2026-02-01 10:24:00
CGCL,5204225,CAPGLO,5,17.44,2026-02-01 10:24:00
COALINDIA,5215745,COALIN,5,23.23,2026-02-01 10:24:00
AUBANK,5436929,AUSMA,5,23.73,2026-02-01 10:24:00
AADHARHFC,6074625,AADHOS,5,16.83,2026-02-01 10:24:00
FIRSTCRY,6352385,BRASOL,5,17.79,2026-02-01 10:24:00
ECOSMOBLTY,6415361,ECOMOB,5,24.90,2026-02-01 10:24:00
TRITURBINE,6549505,TRITUR,5,13.16,2026-02-01 10:24:00
BLACKBUCK,6948865,ZINLOG,5,25.00,2026-02-01 10:24:00
SAILIFE,7126785,SAILIF,5,15.10,2026-02-01 10:24:00
ITCHOTELS,7488257,ITCHOT,5,18.38,2026-02-01 10:24:00
SAMMAANCAP,7712001,INDHO,5,14.82,2026-02-01 10:24:00
JSWCEMENT,194165761,JSWCEM,5,19.55,2026-02-01 10:24:00
GKENERGY,194316289,GKENEL,5,21.88,2026-02-01 10:24:00
URBANCO,194325505,URBCOM,5,8.35,2026-02-01 10:24:00
SHRINGARMS,194327809,SHRHOU,5,16.73,2026-02-01 10:24:00
GEMAROMA,194422017,GEMARO,5,16.94,2026-02-01 10:24:00
EMMVEE,194490369,EMMPHO,5,24.34,2026-02-01 10:24:00
GROWW,194510337,BILGAR,5,18.25,2026-02-01 10:24:00
PINELABS,194513921,PINLAB,5,13.41,2026-02-01 10:24:00
CSSL,194596609,CLESER,5,7.68,2026-02-01 10:24:00
LGEINDIA,194614529,LGELEC,5,16.03,2026-02-01 10:24:00
ICICIAMC,194664193,ICIAMC,5,19.72,2026-02-01 10:24:00
SHADOWFAX,194936065,SHATEC,5,9.24,2026-02-01 10:24:00

Timestamp: 2026-02-01 10:21:24
symbol,kite_token,breeze_code,priority,rsi,timestamp
AARTIIND,1793,AARIND,5,9.54,2026-02-01 10:18:00
ADANIENT,6401,ADAENT,5,20.63,2026-02-01 10:18:00
NAM-INDIA,91393,RELNIP,5,21.79,2026-02-01 10:18:00
GRAPHITE,151553,CAREVE,5,12.45,2026-02-01 10:18:00
CHOLAFIN,175361,CHOINV,5,24.10,2026-02-01 10:18:00
GRASIM,315393,GRASIM,5,19.01,2026-02-01 10:18:00
AMBUJACEM,325121,AMBCE,5,16.62,2026-02-01 10:18:00
INFY,408065,INFTEC,5,16.81,2026-02-01 10:18:00
IOC,415745,INDOIL,5,20.49,2026-02-01 10:18:00
RAMCOCEM,523009,RAMCEM,5,9.31,2026-02-01 10:18:00
MFSL,548353,MAXFIN,5,20.85,2026-02-01 10:18:00
MRPL,584449,MRPL,5,11.86,2026-02-01 10:18:00
NAZARA,764673,NAZTEC,5,19.21,2026-02-01 10:18:00
TORNTPHARM,900609,TORPHA,5,21.16,2026-02-01 10:18:00
CUBEXTUB,1040385,CUBTUB,5,16.76,2026-02-01 10:18:00
CREDITACC,1131777,CREGRA,5,15.82,2026-02-01 10:18:00
SHYAMMETL,1201409,SHYMET,5,19.64,2026-02-01 10:18:00
BANKINDIA,1214721,BANIND,5,21.99,2026-02-01 10:18:00
GRSE,1401601,GARREA,5,11.81,2026-02-01 10:18:00
ACUTAAS,1427969,AMIORG,5,23.15,2026-02-01 10:18:00
J&KBANK,1442049,JAMKAS,5,20.25,2026-02-01 10:18:00
